   Elapsed time	   ECG1	   ECG2
       4:32.250	 -0.020	 -0.360
       4:32.258	 -0.020	 -0.360
       4:32.266	 -0.020	 -0.340
       4:32.273	  0.010	 -0.330
       4:32.281	  0.010	 -0.340
       4:32.289	  0.030	 -0.360
       4:32.297	  0.040	 -0.310
       4:32.305	  0.050	 -0.310
       4:32.313	  0.070	 -0.340
       4:32.320	  0.080	 -0.320
       4:32.328	  0.090	 -0.310
       4:32.336	  0.110	 -0.330
       4:32.344	  0.130	 -0.360
       4:32.352	  0.120	 -0.340
       4:32.359	  0.160	 -0.360
       4:32.367	  0.150	 -0.380
       4:32.375	  0.160	 -0.430
       4:32.383	  0.150	 -0.440
       4:32.391	  0.130	 -0.490
       4:32.398	  0.110	 -0.530
       4:32.406	  0.090	 -0.510
       4:32.414	  0.050	 -0.480
       4:32.422	  0.030	 -0.450
       4:32.430	  0.000	 -0.390
       4:32.438	 -0.010	 -0.270
       4:32.445	 -0.010	 -0.210
       4:32.453	 -0.010	 -0.160
       4:32.461	  0.000	 -0.110
       4:32.469	  0.020	 -0.090
       4:32.477	  0.020	 -0.100
       4:32.484	  0.040	 -0.110
       4:32.492	  0.030	 -0.070
       4:32.500	  0.050	 -0.080
       4:32.508	  0.040	 -0.100
       4:32.516	  0.030	 -0.100
       4:32.523	  0.050	 -0.080
       4:32.531	  0.050	 -0.100
       4:32.539	  0.060	 -0.130
       4:32.547	  0.050	 -0.110
       4:32.555	  0.070	 -0.090
       4:32.563	  0.060	 -0.130
       4:32.570	  0.070	 -0.140
       4:32.578	  0.070	 -0.110
       4:32.586	  0.080	 -0.130
       4:32.594	  0.060	 -0.150
       4:32.602	  0.060	 -0.150
       4:32.609	  0.060	 -0.130
       4:32.617	  0.040	 -0.170
       4:32.625	  0.050	 -0.180
       4:32.633	  0.040	 -0.150
       4:32.641	  0.030	 -0.160
       4:32.648	  0.030	 -0.170
       4:32.656	  0.020	 -0.180
       4:32.664	  0.020	 -0.170
       4:32.672	  0.020	 -0.180
       4:32.680	  0.010	 -0.200
       4:32.688	  0.000	 -0.180
       4:32.695	  0.000	 -0.180
       4:32.703	  0.000	 -0.200
       4:32.711	 -0.010	 -0.220
       4:32.719	 -0.020	 -0.180
       4:32.727	 -0.020	 -0.190
       4:32.734	 -0.010	 -0.200
       4:32.742	 -0.030	 -0.180
       4:32.750	 -0.020	 -0.180
       4:32.758	 -0.020	 -0.190
       4:32.766	 -0.030	 -0.190
       4:32.773	 -0.010	 -0.160
       4:32.781	 -0.030	 -0.170
       4:32.789	  0.000	 -0.160
       4:32.797	  0.040	 -0.110
       4:32.805	  0.040	 -0.100
       4:32.813	  0.070	 -0.060
       4:32.820	  0.090	 -0.040
       4:32.828	  0.160	  0.190
       4:32.836	  0.150	  0.210
       4:32.844	  0.080	  0.170
       4:32.852	  0.020	  0.170
       4:32.859	 -0.090	  0.060
       4:32.867	 -0.100	  0.040
       4:32.875	 -0.090	  0.000
       4:32.883	 -0.080	 -0.110
       4:32.891	 -0.050	 -0.190
       4:32.898	 -0.080	 -0.210
       4:32.906	 -0.080	 -0.210
       4:32.914	 -0.070	 -0.170
       4:32.922	 -0.060	 -0.250
       4:32.930	  0.120	 -0.200
       4:32.938	  0.430	  1.110
       4:32.945	  0.790	  4.150
       4:32.953	 -1.230	  5.110
       4:32.961	 -1.880	  4.970
       4:32.969	 -1.460	  1.280
       4:32.977	 -1.200	 -0.520
       4:32.984	 -0.440	 -0.420
       4:32.992	 -0.090	 -0.240
       4:33.000	 -0.020	 -0.310
       4:33.008	  0.000	 -0.330
       4:33.016	  0.020	 -0.370
       4:33.023	  0.040	 -0.340
       4:33.031	  0.050	 -0.350
       4:33.039	  0.080	 -0.350
       4:33.047	  0.080	 -0.360
       4:33.055	  0.080	 -0.330
       4:33.063	  0.100	 -0.320
       4:33.070	  0.130	 -0.340
       4:33.078	  0.130	 -0.340
       4:33.086	  0.140	 -0.300
       4:33.094	  0.160	 -0.320
       4:33.102	  0.170	 -0.330
       4:33.109	  0.180	 -0.300
       4:33.117	  0.190	 -0.310
       4:33.125	  0.200	 -0.320
       4:33.133	  0.210	 -0.330
       4:33.141	  0.240	 -0.310
       4:33.148	  0.250	 -0.330
       4:33.156	  0.250	 -0.360
       4:33.164	  0.240	 -0.380
       4:33.172	  0.240	 -0.390
       4:33.180	  0.210	 -0.440
       4:33.188	  0.200	 -0.510
       4:33.195	  0.180	 -0.490
       4:33.203	  0.150	 -0.510
       4:33.211	  0.120	 -0.510
       4:33.219	  0.070	 -0.470
       4:33.227	  0.040	 -0.370
       4:33.234	  0.020	 -0.300
       4:33.242	  0.020	 -0.220
       4:33.250	  0.010	 -0.140
       4:33.258	  0.020	 -0.080
       4:33.266	  0.030	 -0.090
       4:33.273	  0.010	 -0.080
       4:33.281	  0.030	 -0.050
       4:33.289	  0.030	 -0.060
       4:33.297	  0.030	 -0.070
       4:33.305	  0.020	 -0.060
       4:33.313	  0.040	 -0.060
       4:33.320	  0.040	 -0.070
       4:33.328	  0.040	 -0.110
       4:33.336	  0.020	 -0.080
       4:33.344	  0.040	 -0.080
       4:33.352	  0.040	 -0.110
       4:33.359	  0.050	 -0.120
       4:33.367	  0.040	 -0.110
       4:33.375	  0.040	 -0.110
       4:33.383	  0.040	 -0.140
       4:33.391	  0.030	 -0.120
       4:33.398	  0.040	 -0.120
       4:33.406	  0.030	 -0.130
       4:33.414	  0.020	 -0.160
       4:33.422	  0.020	 -0.120
       4:33.430	  0.010	 -0.140
       4:33.438	  0.000	 -0.150
       4:33.445	  0.000	 -0.160
       4:33.453	 -0.010	 -0.130
       4:33.461	  0.000	 -0.160
       4:33.469	 -0.020	 -0.170
       4:33.477	 -0.020	 -0.160
       4:33.484	 -0.010	 -0.160
       4:33.492	 -0.010	 -0.170
       4:33.500	 -0.010	 -0.170
       4:33.508	 -0.010	 -0.140
       4:33.516	 -0.010	 -0.160
       4:33.523	 -0.010	 -0.170
       4:33.531	 -0.030	 -0.160
       4:33.539	 -0.020	 -0.160
       4:33.547	 -0.010	 -0.170
       4:33.555	 -0.020	 -0.180
       4:33.563	 -0.010	 -0.170
       4:33.570	 -0.010	 -0.160
       4:33.578	 -0.020	 -0.170
       4:33.586	 -0.030	 -0.160
       4:33.594	  0.020	 -0.090
       4:33.602	  0.050	 -0.060
       4:33.609	  0.020	 -0.090
       4:33.617	  0.100	 -0.010
       4:33.625	  0.070	  0.050
       4:33.633	  0.170	  0.260
       4:33.641	  0.100	  0.190
       4:33.648	  0.030	  0.250
       4:33.656	  0.000	  0.170
       4:33.664	 -0.110	  0.070
       4:33.672	 -0.110	  0.070
       4:33.680	 -0.110	  0.020
       4:33.688	 -0.080	 -0.120
       4:33.695	 -0.080	 -0.190
       4:33.703	 -0.110	 -0.160
       4:33.711	 -0.080	 -0.150
       4:33.719	 -0.090	 -0.150
       4:33.727	 -0.120	 -0.290
       4:33.734	  0.180	  0.120
       4:33.742	  0.460	  1.670
       4:33.750	  0.750	  4.820
       4:33.758	 -1.380	  5.110
       4:33.766	 -1.720	  4.620
       4:33.773	 -1.190	  0.380
       4:33.781	 -1.000	 -0.400
       4:33.789	 -0.480	 -0.370
       4:33.797	 -0.070	 -0.190
       4:33.805	 -0.080	 -0.300
       4:33.813	 -0.050	 -0.320
       4:33.820	 -0.030	 -0.320
       4:33.828	 -0.010	 -0.350
       4:33.836	  0.010	 -0.360
       4:33.844	  0.010	 -0.330
       4:33.852	  0.040	 -0.320
       4:33.859	  0.050	 -0.320
       4:33.867	  0.070	 -0.330
       4:33.875	  0.060	 -0.300
       4:33.883	  0.080	 -0.310
       4:33.891	  0.070	 -0.310
       4:33.898	  0.100	 -0.290
       4:33.906	  0.090	 -0.280
       4:33.914	  0.120	 -0.290
       4:33.922	  0.120	 -0.300
       4:33.930	  0.140	 -0.270
       4:33.938	  0.140	 -0.290
       4:33.945	  0.160	 -0.300
       4:33.953	  0.160	 -0.300
       4:33.961	  0.160	 -0.300
       4:33.969	  0.170	 -0.320
       4:33.977	  0.150	 -0.370
       4:33.984	  0.120	 -0.380
       4:33.992	  0.120	 -0.410
       4:34.000	  0.110	 -0.440
       4:34.008	  0.090	 -0.450
       4:34.016	  0.070	 -0.430
       4:34.023	  0.040	 -0.370
       4:34.031	  0.030	 -0.330
       4:34.039	  0.000	 -0.240
       4:34.047	  0.000	 -0.160
       4:34.055	  0.000	 -0.140
       4:34.063	  0.010	 -0.110
       4:34.070	  0.010	 -0.080
       4:34.078	  0.020	 -0.070
       4:34.086	  0.010	 -0.110
       4:34.094	  0.010	 -0.110
       4:34.102	  0.010	 -0.090
       4:34.109	  0.020	 -0.100
       4:34.117	  0.020	 -0.150
       4:34.125	  0.030	 -0.130
       4:34.133	  0.030	 -0.120
       4:34.141	  0.020	 -0.170
       4:34.148	  0.030	 -0.180
       4:34.156	  0.020	 -0.150
       4:34.164	  0.030	 -0.140
       4:34.172	  0.020	 -0.160
       4:34.180	  0.010	 -0.150
       4:34.188	  0.020	 -0.130
       4:34.195	  0.020	 -0.160
       4:34.203	  0.010	 -0.170
       4:34.211	 -0.010	 -0.150
       4:34.219	  0.010	 -0.170
       4:34.227	  0.000	 -0.180
       4:34.234	  0.010	 -0.180
       4:34.242	  0.010	 -0.170
       4:34.250	  0.010	 -0.170
       4:34.258	 -0.010	 -0.200
       4:34.266	  0.010	 -0.180
       4:34.273	  0.000	 -0.160
       4:34.281	 -0.010	 -0.180
       4:34.289	  0.000	 -0.180
       4:34.297	 -0.010	 -0.170
       4:34.305	 -0.010	 -0.180
       4:34.313	 -0.010	 -0.210
       4:34.320	 -0.020	 -0.200
       4:34.328	 -0.020	 -0.180
       4:34.336	 -0.010	 -0.210
       4:34.344	 -0.010	 -0.190
       4:34.352	  0.040	 -0.140
       4:34.359	  0.040	 -0.140
       4:34.367	  0.060	 -0.100
       4:34.375	  0.090	 -0.060
       4:34.383	  0.160	  0.140
       4:34.391	  0.160	  0.170
       4:34.398	  0.080	  0.170
       4:34.406	  0.030	  0.150
       4:34.414	 -0.050	  0.060
       4:34.422	 -0.100	 -0.010
       4:34.430	 -0.100	 -0.050
       4:34.438	 -0.080	 -0.130
       4:34.445	 -0.090	 -0.230
       4:34.453	 -0.100	 -0.310
       4:34.461	 -0.100	 -0.250
       4:34.469	 -0.080	 -0.240
       4:34.477	 -0.110	 -0.290
       4:34.484	  0.040	 -0.230
       4:34.492	  0.270	  1.030
       4:34.500	  0.640	  3.830
       4:34.508	 -0.560	  5.110
       4:34.516	 -1.590	  5.110
       4:34.523	 -1.340	  1.570
       4:34.531	 -1.080	 -0.620
       4:34.539	 -0.600	 -0.580
       4:34.547	 -0.210	 -0.260
       4:34.555	 -0.050	 -0.350
       4:34.563	 -0.030	 -0.370
       4:34.570	 -0.030	 -0.380
       4:34.578	  0.020	 -0.350
       4:34.586	  0.030	 -0.360
       4:34.594	  0.030	 -0.380
       4:34.602	  0.050	 -0.340
       4:34.609	  0.040	 -0.340
       4:34.617	  0.070	 -0.340
       4:34.625	  0.080	 -0.350
       4:34.633	  0.090	 -0.300
       4:34.641	  0.110	 -0.310
       4:34.648	  0.120	 -0.320
       4:34.656	  0.110	 -0.290
       4:34.664	  0.140	 -0.280
       4:34.672	  0.170	 -0.280
       4:34.680	  0.180	 -0.290
       4:34.688	  0.170	 -0.270
       4:34.695	  0.200	 -0.270
       4:34.703	  0.210	 -0.280
       4:34.711	  0.210	 -0.300
       4:34.719	  0.220	 -0.280
       4:34.727	  0.210	 -0.330
       4:34.734	  0.200	 -0.380
       4:34.742	  0.180	 -0.390
       4:34.750	  0.170	 -0.430
       4:34.758	  0.120	 -0.470
       4:34.766	  0.100	 -0.440
       4:34.773	  0.060	 -0.390
       4:34.781	  0.050	 -0.340
       4:34.789	  0.030	 -0.260
       4:34.797	  0.020	 -0.190
       4:34.805	  0.010	 -0.130
       4:34.813	  0.010	 -0.130
       4:34.820	  0.010	 -0.120
       4:34.828	  0.010	 -0.090
       4:34.836	  0.020	 -0.090
       4:34.844	  0.030	 -0.120
       4:34.852	  0.020	 -0.100
       4:34.859	  0.040	 -0.100
       4:34.867	  0.040	 -0.130
       4:34.875	  0.040	 -0.150
       4:34.883	  0.060	 -0.120
       4:34.891	  0.050	 -0.130
       4:34.898	  0.060	 -0.150
       4:34.906	  0.060	 -0.160
       4:34.914	  0.060	 -0.140
       4:34.922	  0.050	 -0.150
       4:34.930	  0.060	 -0.150
       4:34.938	  0.050	 -0.130
       4:34.945	  0.040	 -0.110
       4:34.953	  0.050	 -0.130
       4:34.961	  0.030	 -0.140
       4:34.969	  0.040	 -0.100
       4:34.977	  0.010	 -0.130
       4:34.984	  0.030	 -0.150
       4:34.992	  0.020	 -0.120
       4:35.000	  0.020	 -0.120
       4:35.008	  0.010	 -0.150
       4:35.016	  0.010	 -0.160
       4:35.023	  0.000	 -0.160
       4:35.031	  0.020	 -0.160
       4:35.039	  0.020	 -0.180
       4:35.047	  0.010	 -0.160
       4:35.055	  0.020	 -0.140
       4:35.063	  0.020	 -0.150
       4:35.070	  0.010	 -0.170
       4:35.078	  0.010	 -0.140
       4:35.086	  0.010	 -0.130
       4:35.094	  0.010	 -0.160
       4:35.102	  0.020	 -0.180
       4:35.109	  0.050	 -0.100
       4:35.117	  0.100	 -0.090
       4:35.125	  0.070	 -0.080
       4:35.133	  0.120	 -0.010
       4:35.141	  0.150	  0.100
       4:35.148	  0.210	  0.220
       4:35.156	  0.080	  0.160
       4:35.164	  0.050	  0.210
       4:35.172	 -0.030	  0.110
       4:35.180	 -0.100	  0.030
       4:35.188	 -0.090	  0.040
       4:35.195	 -0.100	 -0.020
       4:35.203	 -0.070	 -0.170
       4:35.211	 -0.070	 -0.210
       4:35.219	 -0.080	 -0.200
       4:35.227	 -0.080	 -0.160
       4:35.234	 -0.070	 -0.180
       4:35.242	 -0.050	 -0.380
       4:35.250	  0.340	  0.440
       4:35.258	  0.560	  2.810
       4:35.266	 -0.200	  5.110
       4:35.273	 -1.930	  5.110
       4:35.281	 -1.970	  3.090
       4:35.289	 -1.230	 -0.640
       4:35.297	 -0.670	 -0.420
       4:35.305	 -0.250	 -0.240
       4:35.313	  0.010	 -0.270
       4:35.320	  0.020	 -0.350
       4:35.328	  0.030	 -0.350
       4:35.336	  0.060	 -0.340
       4:35.344	  0.080	 -0.340
       4:35.352	  0.090	 -0.370
       4:35.359	  0.100	 -0.330
       4:35.367	  0.120	 -0.330
       4:35.375	  0.120	 -0.340
       4:35.383	  0.140	 -0.340
       4:35.391	  0.140	 -0.310
       4:35.398	  0.170	 -0.310
       4:35.406	  0.180	 -0.310
       4:35.414	  0.180	 -0.290
       4:35.422	  0.210	 -0.290
       4:35.430	  0.220	 -0.300
       4:35.438	  0.230	 -0.310
       4:35.445	  0.240	 -0.270
       4:35.453	  0.270	 -0.280
       4:35.461	  0.290	 -0.310
       4:35.469	  0.300	 -0.330
       4:35.477	  0.300	 -0.330
       4:35.484	  0.300	 -0.360
       4:35.492	  0.270	 -0.410
       4:35.500	  0.260	 -0.420
       4:35.508	  0.240	 -0.450
       4:35.516	  0.210	 -0.500
       4:35.523	  0.170	 -0.490
       4:35.531	  0.120	 -0.430
       4:35.539	  0.070	 -0.380
       4:35.547	  0.040	 -0.300
       4:35.555	  0.020	 -0.200
       4:35.563	  0.020	 -0.130
       4:35.570	  0.040	 -0.110
       4:35.578	  0.030	 -0.110
       4:35.586	  0.040	 -0.060
       4:35.594	  0.050	 -0.070
       4:35.602	  0.050	 -0.080
       4:35.609	  0.050	 -0.100
       4:35.617	  0.050	 -0.070
       4:35.625	  0.040	 -0.080
       4:35.633	  0.040	 -0.110
       4:35.641	  0.030	 -0.090
       4:35.648	  0.040	 -0.080
       4:35.656	  0.040	 -0.110
       4:35.664	  0.040	 -0.120
       4:35.672	  0.060	 -0.100
       4:35.680	  0.050	 -0.120
       4:35.688	  0.070	 -0.130
       4:35.695	  0.060	 -0.130
       4:35.703	  0.070	 -0.110
       4:35.711	  0.080	 -0.120
       4:35.719	  0.080	 -0.150
       4:35.727	  0.070	 -0.120
       4:35.734	  0.070	 -0.120
       4:35.742	  0.080	 -0.140
       4:35.750	  0.070	 -0.160
       4:35.758	  0.060	 -0.120
       4:35.766	  0.060	 -0.130
       4:35.773	  0.060	 -0.140
       4:35.781	  0.040	 -0.150
       4:35.789	  0.040	 -0.140
       4:35.797	  0.020	 -0.160
       4:35.805	  0.030	 -0.160
       4:35.813	  0.020	 -0.150
       4:35.820	  0.020	 -0.160
       4:35.828	  0.020	 -0.190
       4:35.836	  0.010	 -0.190
       4:35.844	  0.020	 -0.170
       4:35.852	  0.010	 -0.160
       4:35.859	  0.010	 -0.190
       4:35.867	  0.000	 -0.170
       4:35.875	  0.010	 -0.160
       4:35.883	  0.000	 -0.190
       4:35.891	  0.000	 -0.180
       4:35.898	  0.030	 -0.100
       4:35.906	  0.080	 -0.090
       4:35.914	  0.030	 -0.080
       4:35.922	  0.110	 -0.020
       4:35.930	  0.100	  0.080
       4:35.938	  0.180	  0.230
       4:35.945	  0.080	  0.160
       4:35.953	  0.020	  0.210
       4:35.961	 -0.020	  0.100
       4:35.969	 -0.120	  0.040
       4:35.977	 -0.100	  0.030
       4:35.984	 -0.110	 -0.010
       4:35.992	 -0.090	 -0.150
       4:36.000	 -0.080	 -0.210
       4:36.008	 -0.090	 -0.190
       4:36.016	 -0.080	 -0.170
       4:36.023	 -0.060	 -0.170
       4:36.031	 -0.070	 -0.360
       4:36.039	  0.290	  0.340
       4:36.047	  0.460	  2.440
       4:36.055	  0.200	  5.110
       4:36.063	 -1.830	  5.110
       4:36.070	 -1.960	  3.600
       4:36.078	 -1.140	 -0.490
       4:36.086	 -0.810	 -0.400
       4:36.094	 -0.340	 -0.300
       4:36.102	 -0.010	 -0.260
       4:36.109	  0.000	 -0.360
       4:36.117	  0.010	 -0.380
       4:36.125	  0.040	 -0.360
       4:36.133	  0.060	 -0.360
       4:36.141	  0.080	 -0.370
       4:36.148	  0.080	 -0.390
       4:36.156	  0.090	 -0.360
       4:36.164	  0.120	 -0.360
       4:36.172	  0.110	 -0.350
       4:36.180	  0.120	 -0.350
       4:36.188	  0.130	 -0.350
       4:36.195	  0.150	 -0.350
       4:36.203	  0.160	 -0.360
       4:36.211	  0.170	 -0.320
       4:36.219	  0.180	 -0.330
       4:36.227	  0.200	 -0.340
       4:36.234	  0.210	 -0.340
       4:36.242	  0.230	 -0.320
       4:36.250	  0.240	 -0.360
       4:36.258	  0.250	 -0.370
       4:36.266	  0.240	 -0.360
       4:36.273	  0.260	 -0.390
       4:36.281	  0.250	 -0.450
       4:36.289	  0.230	 -0.490
       4:36.297	  0.210	 -0.500
       4:36.305	  0.190	 -0.530
       4:36.313	  0.160	 -0.550
       4:36.320	  0.110	 -0.510
       4:36.328	  0.080	 -0.440
       4:36.336	  0.050	 -0.390
       4:36.344	  0.030	 -0.300
       4:36.352	  0.010	 -0.200
       4:36.359	  0.030	 -0.140
       4:36.367	  0.020	 -0.130
       4:36.375	  0.040	 -0.100
       4:36.383	  0.030	 -0.080
       4:36.391	  0.050	 -0.090
       4:36.398	  0.040	 -0.110
       4:36.406	  0.020	 -0.070
       4:36.414	  0.030	 -0.080
       4:36.422	  0.020	 -0.100
       4:36.430	  0.040	 -0.110
       4:36.438	  0.020	 -0.110
       4:36.445	  0.040	 -0.120
       4:36.453	  0.040	 -0.150
       4:36.461	  0.040	 -0.130
       4:36.469	  0.050	 -0.130
       4:36.477	  0.050	 -0.150
       4:36.484	  0.050	 -0.180
       4:36.492	  0.050	 -0.150
       4:36.500	  0.060	 -0.150
       4:36.508	  0.050	 -0.180
       4:36.516	  0.040	 -0.160
       4:36.523	  0.040	 -0.150
       4:36.531	  0.040	 -0.170
       4:36.539	  0.030	 -0.190
       4:36.547	  0.020	 -0.170
       4:36.555	  0.020	 -0.170
       4:36.563	  0.030	 -0.190
       4:36.570	  0.000	 -0.200
       4:36.578	  0.010	 -0.170
       4:36.586	  0.000	 -0.170
       4:36.594	  0.000	 -0.210
       4:36.602	 -0.020	 -0.190
       4:36.609	 -0.010	 -0.190
       4:36.617	 -0.020	 -0.200
       4:36.625	 -0.020	 -0.210
       4:36.633	 -0.010	 -0.170
       4:36.641	 -0.020	 -0.180
       4:36.648	 -0.010	 -0.190
       4:36.656	 -0.020	 -0.180
       4:36.664	 -0.020	 -0.170
       4:36.672	 -0.020	 -0.190
       4:36.680	 -0.010	 -0.170
       4:36.688	  0.000	 -0.110
       4:36.695	  0.050	 -0.090
       4:36.703	  0.010	 -0.080
       4:36.711	  0.090	 -0.050
       4:36.719	  0.090	  0.070
       4:36.727	  0.160	  0.220
       4:36.734	  0.090	  0.150
       4:36.742	  0.010	  0.200
       4:36.750	 -0.030	  0.100
       4:36.758	 -0.130	  0.030
       4:36.766	 -0.110	  0.010
       4:36.773	 -0.130	 -0.030
       4:36.781	 -0.090	 -0.180
       4:36.789	 -0.090	 -0.220
       4:36.797	 -0.090	 -0.190
       4:36.805	 -0.090	 -0.190
       4:36.813	 -0.110	 -0.210
       4:36.820	 -0.090	 -0.400
       4:36.828	  0.290	  0.510
       4:36.836	  0.490	  2.870
       4:36.844	 -0.150	  5.110
       4:36.852	 -1.860	  5.110
       4:36.859	 -1.840	  2.690
       4:36.867	 -1.190	 -0.670
       4:36.875	 -0.620	 -0.450
       4:36.883	 -0.270	 -0.250
       4:36.891	 -0.020	 -0.290
       4:36.898	 -0.030	 -0.370
       4:36.906	 -0.010	 -0.390
       4:36.914	  0.030	 -0.360
       4:36.922	  0.030	 -0.390
       4:36.930	  0.050	 -0.390
       4:36.938	  0.050	 -0.370
       4:36.945	  0.080	 -0.360
       4:36.953	  0.070	 -0.380
       4:36.961	  0.080	 -0.370
       4:36.969	  0.070	 -0.350
       4:36.977	  0.090	 -0.340
       4:36.984	  0.100	 -0.360
       4:36.992	  0.100	 -0.310
       4:37.000	  0.110	 -0.320
       4:37.008	  0.130	 -0.340
       4:37.016	  0.120	 -0.350
       4:37.023	  0.140	 -0.310
       4:37.031	  0.150	 -0.310
       4:37.039	  0.150	 -0.360
       4:37.047	  0.160	 -0.360
       4:37.055	  0.160	 -0.380
       4:37.063	  0.150	 -0.430
       4:37.070	  0.120	 -0.480
       4:37.078	  0.100	 -0.480
       4:37.086	  0.100	 -0.510
       4:37.094	  0.070	 -0.550
       4:37.102	  0.030	 -0.530
       4:37.109	  0.000	 -0.500
       4:37.117	 -0.020	 -0.420
       4:37.125	 -0.040	 -0.350
       4:37.133	 -0.040	 -0.240
       4:37.141	 -0.040	 -0.170
       4:37.148	 -0.020	 -0.120
       4:37.156	 -0.030	 -0.130
       4:37.164	 -0.020	 -0.090
       4:37.172	 -0.010	 -0.090
       4:37.180	 -0.010	 -0.110
       4:37.188	 -0.020	 -0.100
       4:37.195	  0.000	 -0.100
       4:37.203	 -0.010	 -0.120
       4:37.211	  0.000	 -0.140
       4:37.219	 -0.020	 -0.110
       4:37.227	 -0.010	 -0.130
       4:37.234	 -0.020	 -0.160
       4:37.242	  0.000	 -0.180
       4:37.250	 -0.010	 -0.130
       4:37.258	  0.000	 -0.160
       4:37.266	  0.000	 -0.160
       4:37.273	 -0.020	 -0.160
       4:37.281	 -0.010	 -0.150
       4:37.289	 -0.020	 -0.180
       4:37.297	 -0.010	 -0.170
       4:37.305	 -0.020	 -0.150
       4:37.313	 -0.020	 -0.170
       4:37.320	 -0.040	 -0.180
       4:37.328	 -0.050	 -0.190
       4:37.336	 -0.040	 -0.170
       4:37.344	 -0.060	 -0.190
       4:37.352	 -0.050	 -0.220
       4:37.359	 -0.040	 -0.170
       4:37.367	 -0.050	 -0.190
       4:37.375	 -0.050	 -0.200
       4:37.383	 -0.060	 -0.200
       4:37.391	 -0.050	 -0.190
       4:37.398	 -0.050	 -0.180
       4:37.406	 -0.060	 -0.210
       4:37.414	 -0.050	 -0.190
       4:37.422	 -0.050	 -0.170
       4:37.430	 -0.050	 -0.190
       4:37.438	 -0.040	 -0.190
       4:37.445	 -0.010	 -0.140
       4:37.453	  0.010	 -0.120
       4:37.461	 -0.010	 -0.110
       4:37.469	  0.040	 -0.050
       4:37.477	  0.100	  0.090
       4:37.484	  0.110	  0.180
       4:37.492	  0.030	  0.160
       4:37.500	 -0.010	  0.190
       4:37.508	 -0.080	  0.060
       4:37.516	 -0.160	  0.020
       4:37.523	 -0.140	 -0.040
       4:37.531	 -0.130	 -0.090
       4:37.539	 -0.140	 -0.200
       4:37.547	 -0.120	 -0.240
       4:37.555	 -0.140	 -0.210
       4:37.563	 -0.150	 -0.200
       4:37.570	 -0.140	 -0.190
       4:37.578	 -0.140	 -0.340
       4:37.586	  0.210	  0.710
       4:37.594	  0.530	  3.140
       4:37.602	  0.020	  5.110
       4:37.609	 -1.600	  5.110
       4:37.617	 -1.540	  2.810
       4:37.625	 -1.160	 -0.630
       4:37.633	 -0.670	 -0.470
       4:37.641	 -0.380	 -0.310
       4:37.648	 -0.080	 -0.330
       4:37.656	 -0.090	 -0.380
       4:37.664	 -0.060	 -0.410
       4:37.672	 -0.050	 -0.370
       4:37.680	 -0.020	 -0.390
       4:37.688	 -0.010	 -0.420
       4:37.695	 -0.010	 -0.410
       4:37.703	  0.020	 -0.390
       4:37.711	  0.030	 -0.390
       4:37.719	  0.020	 -0.380
       4:37.727	  0.020	 -0.340
       4:37.734	  0.040	 -0.340
       4:37.742	  0.050	 -0.330
       4:37.750	  0.060	 -0.360
       4:37.758	  0.040	 -0.330
       4:37.766	  0.090	 -0.320
       4:37.773	  0.100	 -0.340
       4:37.781	  0.100	 -0.330
       4:37.789	  0.120	 -0.290
       4:37.797	  0.100	 -0.320
       4:37.805	  0.120	 -0.320
       4:37.813	  0.120	 -0.290
       4:37.820	  0.130	 -0.330
       4:37.828	  0.090	 -0.340
       4:37.836	  0.100	 -0.380
       4:37.844	  0.080	 -0.380
       4:37.852	  0.070	 -0.410
       4:37.859	  0.040	 -0.420
       4:37.867	  0.030	 -0.360
       4:37.875	  0.000	 -0.350
       4:37.883	 -0.020	 -0.260
       4:37.891	 -0.010	 -0.230
       4:37.898	 -0.030	 -0.140
       4:37.906	 -0.010	 -0.140
       4:37.914	 -0.020	 -0.140
       4:37.922	  0.000	 -0.160
       4:37.930	  0.000	 -0.120
       4:37.938	  0.010	 -0.170
       4:37.945	  0.010	 -0.190
       4:37.953	  0.000	 -0.160
       4:37.961	  0.010	 -0.170
       4:37.969	  0.020	 -0.190
       4:37.977	  0.020	 -0.220
       4:37.984	  0.030	 -0.190
       4:37.992	  0.020	 -0.210
       4:38.000	  0.020	 -0.220
       4:38.008	  0.020	 -0.220
       4:38.016	  0.010	 -0.200
       4:38.023	  0.020	 -0.240
       4:38.031	  0.000	 -0.250
       4:38.039	 -0.020	 -0.190
       4:38.047	 -0.010	 -0.200
       4:38.055	 -0.020	 -0.210
       4:38.063	 -0.020	 -0.210
       4:38.070	 -0.010	 -0.200
       4:38.078	 -0.030	 -0.220
       4:38.086	 -0.020	 -0.230
       4:38.094	 -0.020	 -0.200
       4:38.102	 -0.030	 -0.210
       4:38.109	 -0.040	 -0.240
       4:38.117	 -0.040	 -0.250
       4:38.125	 -0.030	 -0.220
       4:38.133	 -0.040	 -0.230
       4:38.141	 -0.040	 -0.240
       4:38.148	 -0.060	 -0.230
       4:38.156	 -0.050	 -0.210
       4:38.164	 -0.060	 -0.220
       4:38.172	 -0.060	 -0.240
       4:38.180	 -0.060	 -0.200
       4:38.188	 -0.060	 -0.200
       4:38.195	 -0.050	 -0.210
       4:38.203	 -0.010	 -0.160
       4:38.211	 -0.010	 -0.150
       4:38.219	  0.020	 -0.100
       4:38.227	  0.050	 -0.080
       4:38.234	  0.100	  0.110
