   Elapsed time	   ECG1	   ECG2
       6:28.859	  0.100	 -0.130
       6:28.867	  0.100	 -0.150
       6:28.875	  0.100	 -0.160
       6:28.883	  0.090	 -0.130
       6:28.891	  0.100	 -0.150
       6:28.898	  0.090	 -0.160
       6:28.906	  0.090	 -0.180
       6:28.914	  0.070	 -0.150
       6:28.922	  0.070	 -0.170
       6:28.930	  0.060	 -0.190
       6:28.938	  0.050	 -0.160
       6:28.945	  0.040	 -0.160
       6:28.953	  0.030	 -0.170
       6:28.961	  0.020	 -0.190
       6:28.969	  0.020	 -0.150
       6:28.977	  0.010	 -0.160
       6:28.984	  0.000	 -0.180
       6:28.992	  0.010	 -0.180
       6:29.000	  0.050	 -0.110
       6:29.008	  0.080	 -0.100
       6:29.016	  0.050	 -0.110
       6:29.023	  0.100	 -0.030
       6:29.031	  0.110	  0.020
       6:29.039	  0.210	  0.220
       6:29.047	  0.130	  0.130
       6:29.055	  0.070	  0.200
       6:29.063	  0.030	  0.130
       6:29.070	 -0.090	  0.020
       6:29.078	 -0.080	  0.020
       6:29.086	 -0.080	  0.000
       6:29.094	 -0.060	 -0.150
       6:29.102	 -0.070	 -0.220
       6:29.109	 -0.060	 -0.210
       6:29.117	 -0.060	 -0.200
       6:29.125	 -0.060	 -0.200
       6:29.133	 -0.040	 -0.300
       6:29.141	  0.200	 -0.130
       6:29.148	  0.500	  1.190
       6:29.156	  0.780	  4.370
       6:29.164	 -1.520	  5.110
       6:29.172	 -1.960	  4.790
       6:29.180	 -1.420	  0.840
       6:29.188	 -1.160	 -0.550
       6:29.195	 -0.420	 -0.380
       6:29.203	 -0.030	 -0.220
       6:29.211	  0.000	 -0.330
       6:29.219	  0.010	 -0.340
       6:29.227	  0.040	 -0.340
       6:29.234	  0.070	 -0.360
       6:29.242	  0.070	 -0.380
       6:29.250	  0.100	 -0.340
       6:29.258	  0.120	 -0.340
       6:29.266	  0.120	 -0.360
       6:29.273	  0.130	 -0.350
       6:29.281	  0.140	 -0.320
       6:29.289	  0.150	 -0.330
       6:29.297	  0.170	 -0.350
       6:29.305	  0.170	 -0.320
       6:29.313	  0.200	 -0.320
       6:29.320	  0.210	 -0.340
       6:29.328	  0.240	 -0.360
       6:29.336	  0.240	 -0.330
       6:29.344	  0.260	 -0.350
       6:29.352	  0.260	 -0.360
       6:29.359	  0.270	 -0.370
       6:29.367	  0.280	 -0.390
       6:29.375	  0.270	 -0.420
       6:29.383	  0.240	 -0.470
       6:29.391	  0.220	 -0.470
       6:29.398	  0.210	 -0.500
       6:29.406	  0.160	 -0.510
       6:29.414	  0.130	 -0.520
       6:29.422	  0.080	 -0.430
       6:29.430	  0.060	 -0.370
       6:29.438	  0.050	 -0.310
       6:29.445	  0.030	 -0.220
       6:29.453	  0.030	 -0.170
       6:29.461	  0.040	 -0.160
       6:29.469	  0.040	 -0.170
       6:29.477	  0.040	 -0.130
       6:29.484	  0.060	 -0.140
       6:29.492	  0.050	 -0.150
       6:29.500	  0.050	 -0.140
       6:29.508	  0.050	 -0.120
       6:29.516	  0.060	 -0.130
       6:29.523	  0.040	 -0.140
       6:29.531	  0.040	 -0.120
       6:29.539	  0.040	 -0.120
       6:29.547	  0.050	 -0.140
       6:29.555	  0.050	 -0.170
       6:29.563	  0.050	 -0.140
       6:29.570	  0.050	 -0.150
       6:29.578	  0.070	 -0.170
       6:29.586	  0.060	 -0.160
       6:29.594	  0.070	 -0.170
       6:29.602	  0.060	 -0.180
       6:29.609	  0.070	 -0.200
       6:29.617	  0.060	 -0.160
       6:29.625	  0.070	 -0.170
       6:29.633	  0.060	 -0.190
       6:29.641	  0.040	 -0.210
       6:29.648	  0.050	 -0.190
       6:29.656	  0.040	 -0.200
       6:29.664	  0.020	 -0.220
       6:29.672	  0.010	 -0.190
       6:29.680	  0.020	 -0.190
       6:29.688	  0.020	 -0.200
       6:29.695	 -0.010	 -0.210
       6:29.703	 -0.010	 -0.180
       6:29.711	 -0.010	 -0.180
       6:29.719	 -0.010	 -0.200
       6:29.727	 -0.010	 -0.190
       6:29.734	 -0.020	 -0.180
       6:29.742	 -0.010	 -0.190
       6:29.750	 -0.020	 -0.200
       6:29.758	 -0.020	 -0.160
       6:29.766	  0.040	 -0.110
       6:29.773	  0.050	 -0.110
       6:29.781	  0.060	 -0.080
       6:29.789	  0.090	 -0.030
       6:29.797	  0.170	  0.150
       6:29.805	  0.140	  0.150
       6:29.813	  0.070	  0.170
       6:29.820	  0.020	  0.160
       6:29.828	 -0.080	  0.030
       6:29.836	 -0.090	  0.010
       6:29.844	 -0.080	  0.020
       6:29.852	 -0.080	 -0.110
       6:29.859	 -0.060	 -0.230
       6:29.867	 -0.060	 -0.230
       6:29.875	 -0.060	 -0.210
       6:29.883	 -0.060	 -0.210
       6:29.891	 -0.070	 -0.230
       6:29.898	 -0.010	 -0.380
       6:29.906	  0.400	  0.580
       6:29.914	  0.630	  3.050
       6:29.922	 -0.490	  5.110
       6:29.930	 -1.870	  5.110
       6:29.938	 -1.780	  2.570
       6:29.945	 -1.190	 -0.680
       6:29.953	 -0.560	 -0.440
       6:29.961	 -0.220	 -0.260
       6:29.969	  0.000	 -0.320
       6:29.977	  0.000	 -0.390
       6:29.984	  0.030	 -0.370
       6:29.992	  0.060	 -0.360
       6:30.000	  0.070	 -0.380
       6:30.008	  0.070	 -0.390
       6:30.016	  0.090	 -0.360
       6:30.023	  0.100	 -0.360
       6:30.031	  0.110	 -0.370
       6:30.039	  0.110	 -0.340
       6:30.047	  0.130	 -0.330
       6:30.055	  0.140	 -0.350
       6:30.063	  0.140	 -0.360
       6:30.070	  0.150	 -0.320
       6:30.078	  0.180	 -0.310
       6:30.086	  0.190	 -0.330
       6:30.094	  0.190	 -0.320
       6:30.102	  0.200	 -0.310
       6:30.109	  0.210	 -0.320
       6:30.117	  0.220	 -0.340
       6:30.125	  0.220	 -0.320
       6:30.133	  0.220	 -0.350
       6:30.141	  0.200	 -0.390
       6:30.148	  0.190	 -0.430
       6:30.156	  0.160	 -0.440
       6:30.164	  0.150	 -0.460
       6:30.172	  0.100	 -0.480
       6:30.180	  0.070	 -0.440
       6:30.188	  0.040	 -0.370
       6:30.195	  0.020	 -0.300
       6:30.203	  0.010	 -0.250
       6:30.211	 -0.010	 -0.160
       6:30.219	  0.020	 -0.120
       6:30.227	  0.020	 -0.110
       6:30.234	  0.030	 -0.110
       6:30.242	  0.040	 -0.070
       6:30.250	  0.040	 -0.090
       6:30.258	  0.030	 -0.120
       6:30.266	  0.030	 -0.100
       6:30.273	  0.040	 -0.100
       6:30.281	  0.030	 -0.100
       6:30.289	  0.020	 -0.130
       6:30.297	  0.030	 -0.110
       6:30.305	  0.040	 -0.110
       6:30.313	  0.050	 -0.140
       6:30.320	  0.040	 -0.150
       6:30.328	  0.050	 -0.140
       6:30.336	  0.060	 -0.170
       6:30.344	  0.060	 -0.190
       6:30.352	  0.050	 -0.170
       6:30.359	  0.060	 -0.190
       6:30.367	  0.060	 -0.210
       6:30.375	  0.050	 -0.220
       6:30.383	  0.040	 -0.190
       6:30.391	  0.040	 -0.200
       6:30.398	  0.040	 -0.220
       6:30.406	  0.010	 -0.230
       6:30.414	  0.020	 -0.210
       6:30.422	 -0.010	 -0.210
       6:30.430	 -0.010	 -0.230
       6:30.438	 -0.020	 -0.210
       6:30.445	 -0.040	 -0.210
       6:30.453	 -0.030	 -0.250
       6:30.461	 -0.070	 -0.240
       6:30.469	 -0.080	 -0.210
       6:30.477	 -0.080	 -0.220
       6:30.484	 -0.080	 -0.220
       6:30.492	 -0.110	 -0.220
       6:30.500	 -0.100	 -0.200
       6:30.508	 -0.120	 -0.230
       6:30.516	 -0.120	 -0.230
       6:30.523	 -0.100	 -0.160
       6:30.531	 -0.080	 -0.140
       6:30.539	 -0.090	 -0.110
       6:30.547	 -0.030	 -0.090
       6:30.555	 -0.020	  0.050
       6:30.563	  0.030	  0.170
       6:30.570	 -0.060	  0.120
       6:30.578	 -0.140	  0.140
       6:30.586	 -0.180	  0.050
       6:30.594	 -0.260	  0.000
       6:30.602	 -0.240	 -0.020
       6:30.609	 -0.250	 -0.070
       6:30.617	 -0.230	 -0.200
       6:30.625	 -0.230	 -0.270
       6:30.633	 -0.230	 -0.250
       6:30.641	 -0.210	 -0.230
       6:30.648	 -0.210	 -0.210
       6:30.656	 -0.200	 -0.380
       6:30.664	  0.150	  0.210
       6:30.672	  0.410	  1.980
       6:30.680	  0.330	  5.070
       6:30.688	 -1.780	  5.110
       6:30.695	 -1.900	  3.890
       6:30.703	 -1.230	 -0.280
       6:30.711	 -0.930	 -0.430
       6:30.719	 -0.490	 -0.390
       6:30.727	 -0.130	 -0.280
       6:30.734	 -0.130	 -0.370
       6:30.742	 -0.100	 -0.400
       6:30.750	 -0.060	 -0.370
       6:30.758	 -0.040	 -0.380
       6:30.766	 -0.020	 -0.430
       6:30.773	 -0.020	 -0.390
       6:30.781	 -0.010	 -0.370
       6:30.789	  0.030	 -0.350
       6:30.797	  0.030	 -0.350
       6:30.805	  0.020	 -0.350
       6:30.813	  0.050	 -0.330
       6:30.820	  0.060	 -0.340
       6:30.828	  0.070	 -0.340
       6:30.836	  0.090	 -0.300
       6:30.844	  0.090	 -0.290
       6:30.852	  0.090	 -0.320
       6:30.859	  0.110	 -0.330
       6:30.867	  0.130	 -0.310
       6:30.875	  0.130	 -0.340
       6:30.883	  0.140	 -0.380
       6:30.891	  0.100	 -0.330
       6:30.898	  0.120	 -0.350
       6:30.906	  0.100	 -0.400
       6:30.914	  0.080	 -0.420
       6:30.922	  0.070	 -0.420
       6:30.930	  0.040	 -0.430
       6:30.938	  0.030	 -0.430
       6:30.945	 -0.030	 -0.360
       6:30.953	  0.000	 -0.290
       6:30.961	 -0.020	 -0.250
       6:30.969	 -0.020	 -0.200
       6:30.977	 -0.010	 -0.150
       6:30.984	  0.000	 -0.140
       6:30.992	  0.000	 -0.160
       6:31.000	  0.010	 -0.120
       6:31.008	  0.010	 -0.130
       6:31.016	  0.020	 -0.160
       6:31.023	  0.000	 -0.180
       6:31.031	  0.000	 -0.160
       6:31.039	  0.020	 -0.150
       6:31.047	  0.010	 -0.150
       6:31.055	  0.030	 -0.180
       6:31.063	  0.010	 -0.160
       6:31.070	  0.020	 -0.190
       6:31.078	  0.030	 -0.200
       6:31.086	  0.020	 -0.190
       6:31.094	  0.030	 -0.190
       6:31.102	  0.020	 -0.230
       6:31.109	  0.030	 -0.240
       6:31.117	  0.030	 -0.220
       6:31.125	  0.030	 -0.240
       6:31.133	  0.020	 -0.250
       6:31.141	  0.000	 -0.250
       6:31.148	  0.010	 -0.230
       6:31.156	  0.000	 -0.270
       6:31.164	 -0.010	 -0.290
       6:31.172	 -0.020	 -0.250
       6:31.180	 -0.040	 -0.270
       6:31.188	 -0.030	 -0.280
       6:31.195	 -0.050	 -0.290
       6:31.203	 -0.050	 -0.280
       6:31.211	 -0.080	 -0.260
       6:31.219	 -0.060	 -0.270
       6:31.227	 -0.060	 -0.290
       6:31.234	 -0.060	 -0.270
       6:31.242	 -0.060	 -0.280
       6:31.250	 -0.080	 -0.290
       6:31.258	 -0.070	 -0.240
       6:31.266	 -0.060	 -0.250
       6:31.273	 -0.030	 -0.220
       6:31.281	  0.010	 -0.180
       6:31.289	 -0.010	 -0.160
       6:31.297	  0.030	 -0.120
       6:31.305	  0.030	 -0.090
       6:31.313	  0.120	  0.150
       6:31.320	  0.090	  0.130
       6:31.328	  0.030	  0.100
       6:31.336	 -0.020	  0.060
       6:31.344	 -0.120	 -0.020
       6:31.352	 -0.120	 -0.030
       6:31.359	 -0.140	 -0.100
       6:31.367	 -0.100	 -0.190
       6:31.375	 -0.110	 -0.240
       6:31.383	 -0.120	 -0.290
       6:31.391	 -0.130	 -0.300
       6:31.398	 -0.130	 -0.260
       6:31.406	 -0.130	 -0.290
       6:31.414	  0.010	 -0.280
       6:31.422	  0.270	  0.910
       6:31.430	  0.610	  3.760
       6:31.438	 -0.700	  5.110
       6:31.445	 -1.600	  5.090
       6:31.453	 -1.350	  1.360
       6:31.461	 -1.080	 -0.630
       6:31.469	 -0.620	 -0.570
       6:31.477	 -0.230	 -0.330
       6:31.484	 -0.080	 -0.360
       6:31.492	 -0.070	 -0.390
       6:31.500	 -0.040	 -0.420
       6:31.508	 -0.020	 -0.430
       6:31.516	  0.000	 -0.400
       6:31.523	  0.020	 -0.380
       6:31.531	  0.030	 -0.380
       6:31.539	  0.040	 -0.370
       6:31.547	  0.050	 -0.350
       6:31.555	  0.070	 -0.350
       6:31.563	  0.080	 -0.350
       6:31.570	  0.080	 -0.310
       6:31.578	  0.090	 -0.310
       6:31.586	  0.120	 -0.300
       6:31.594	  0.120	 -0.290
       6:31.602	  0.130	 -0.260
       6:31.609	  0.160	 -0.270
       6:31.617	  0.150	 -0.260
       6:31.625	  0.170	 -0.230
       6:31.633	  0.180	 -0.220
       6:31.641	  0.200	 -0.260
       6:31.648	  0.180	 -0.260
       6:31.656	  0.170	 -0.270
       6:31.664	  0.140	 -0.300
       6:31.672	  0.150	 -0.350
       6:31.680	  0.110	 -0.330
       6:31.688	  0.100	 -0.320
       6:31.695	  0.060	 -0.300
       6:31.703	  0.050	 -0.280
       6:31.711	  0.020	 -0.200
       6:31.719	  0.010	 -0.150
       6:31.727	  0.010	 -0.140
       6:31.734	  0.010	 -0.150
       6:31.742	  0.000	 -0.110
       6:31.750	  0.010	 -0.140
       6:31.758	  0.010	 -0.160
       6:31.766	  0.000	 -0.140
       6:31.773	  0.020	 -0.140
       6:31.781	  0.020	 -0.170
       6:31.789	  0.020	 -0.180
       6:31.797	  0.000	 -0.170
       6:31.805	  0.020	 -0.170
       6:31.813	  0.030	 -0.200
       6:31.820	  0.020	 -0.190
       6:31.828	  0.040	 -0.180
       6:31.836	  0.050	 -0.200
       6:31.844	  0.050	 -0.220
       6:31.852	  0.040	 -0.190
       6:31.859	  0.040	 -0.200
       6:31.867	  0.030	 -0.220
       6:31.875	  0.030	 -0.230
       6:31.883	  0.020	 -0.210
       6:31.891	  0.030	 -0.220
       6:31.898	  0.020	 -0.240
       6:31.906	  0.000	 -0.210
       6:31.914	  0.000	 -0.210
       6:31.922	  0.000	 -0.230
       6:31.930	 -0.010	 -0.240
       6:31.938	  0.000	 -0.210
       6:31.945	 -0.020	 -0.230
       6:31.953	 -0.010	 -0.240
       6:31.961	 -0.010	 -0.240
       6:31.969	 -0.020	 -0.220
       6:31.977	 -0.010	 -0.240
       6:31.984	 -0.020	 -0.250
       6:31.992	 -0.030	 -0.220
       6:32.000	 -0.030	 -0.220
       6:32.008	 -0.020	 -0.240
       6:32.016	 -0.020	 -0.230
       6:32.023	  0.030	 -0.160
       6:32.031	  0.020	 -0.160
       6:32.039	  0.040	 -0.120
       6:32.047	  0.060	 -0.080
       6:32.055	  0.130	  0.100
       6:32.063	  0.110	  0.110
       6:32.070	  0.010	  0.090
       6:32.078	 -0.020	  0.120
       6:32.086	 -0.110	  0.000
       6:32.094	 -0.140	 -0.040
       6:32.102	 -0.150	 -0.060
       6:32.109	 -0.120	 -0.160
       6:32.117	 -0.120	 -0.280
       6:32.125	 -0.120	 -0.310
       6:32.133	 -0.130	 -0.280
       6:32.141	 -0.100	 -0.250
       6:32.148	 -0.120	 -0.280
       6:32.156	  0.000	 -0.460
       6:32.164	  0.390	  0.550
       6:32.172	  0.670	  3.330
       6:32.180	 -0.870	  5.110
       6:32.188	 -1.960	  5.110
       6:32.195	 -1.770	  1.800
       6:32.203	 -1.280	 -0.730
       6:32.211	 -0.520	 -0.520
       6:32.219	 -0.140	 -0.290
       6:32.227	 -0.010	 -0.370
       6:32.234	  0.000	 -0.400
       6:32.242	  0.040	 -0.400
       6:32.250	  0.070	 -0.380
       6:32.258	  0.080	 -0.380
       6:32.266	  0.100	 -0.400
       6:32.273	  0.100	 -0.350
       6:32.281	  0.120	 -0.360
       6:32.289	  0.140	 -0.360
       6:32.297	  0.150	 -0.380
       6:32.305	  0.170	 -0.340
       6:32.313	  0.190	 -0.350
       6:32.320	  0.200	 -0.360
       6:32.328	  0.220	 -0.340
       6:32.336	  0.250	 -0.310
       6:32.344	  0.260	 -0.340
       6:32.352	  0.270	 -0.340
       6:32.359	  0.300	 -0.320
       6:32.367	  0.320	 -0.330
       6:32.375	  0.330	 -0.350
       6:32.383	  0.330	 -0.370
       6:32.391	  0.340	 -0.360
       6:32.398	  0.310	 -0.390
       6:32.406	  0.300	 -0.430
       6:32.414	  0.260	 -0.440
       6:32.422	  0.220	 -0.450
       6:32.430	  0.180	 -0.440
       6:32.438	  0.130	 -0.430
       6:32.445	  0.090	 -0.340
       6:32.453	  0.080	 -0.270
       6:32.461	  0.050	 -0.200
       6:32.469	  0.050	 -0.150
       6:32.477	  0.060	 -0.110
       6:32.484	  0.050	 -0.120
       6:32.492	  0.060	 -0.120
       6:32.500	  0.060	 -0.100
       6:32.508	  0.060	 -0.100
       6:32.516	  0.060	 -0.120
       6:32.523	  0.060	 -0.140
       6:32.531	  0.060	 -0.100
       6:32.539	  0.060	 -0.100
       6:32.547	  0.050	 -0.120
       6:32.555	  0.050	 -0.110
       6:32.563	  0.060	 -0.120
       6:32.570	  0.060	 -0.140
       6:32.578	  0.060	 -0.150
       6:32.586	  0.060	 -0.120
       6:32.594	  0.070	 -0.120
       6:32.602	  0.080	 -0.160
       6:32.609	  0.070	 -0.170
       6:32.617	  0.060	 -0.160
       6:32.625	  0.080	 -0.180
       6:32.633	  0.070	 -0.200
       6:32.641	  0.070	 -0.170
       6:32.648	  0.080	 -0.180
       6:32.656	  0.080	 -0.200
       6:32.664	  0.060	 -0.220
       6:32.672	  0.050	 -0.190
       6:32.680	  0.050	 -0.200
       6:32.688	  0.050	 -0.210
       6:32.695	  0.030	 -0.200
       6:32.703	  0.050	 -0.180
       6:32.711	  0.040	 -0.200
       6:32.719	  0.030	 -0.220
       6:32.727	  0.010	 -0.180
       6:32.734	  0.020	 -0.200
       6:32.742	  0.020	 -0.210
       6:32.750	  0.010	 -0.210
       6:32.758	  0.020	 -0.190
       6:32.766	  0.010	 -0.200
       6:32.773	 -0.010	 -0.200
       6:32.781	  0.010	 -0.190
       6:32.789	  0.010	 -0.150
       6:32.797	  0.080	 -0.100
       6:32.805	  0.070	 -0.130
       6:32.813	  0.090	 -0.050
       6:32.820	  0.110	 -0.010
       6:32.828	  0.180	  0.160
       6:32.836	  0.140	  0.160
       6:32.844	  0.080	  0.180
       6:32.852	  0.030	  0.150
       6:32.859	 -0.060	  0.030
       6:32.867	 -0.100	  0.050
       6:32.875	 -0.060	  0.020
       6:32.883	 -0.060	 -0.120
       6:32.891	 -0.060	 -0.210
       6:32.898	 -0.060	 -0.190
       6:32.906	 -0.060	 -0.190
       6:32.914	 -0.050	 -0.190
       6:32.922	 -0.050	 -0.230
       6:32.930	  0.080	 -0.290
       6:32.938	  0.470	  0.810
       6:32.945	  0.780	  3.700
       6:32.953	 -1.010	  5.110
       6:32.961	 -1.900	  5.050
       6:32.969	 -1.560	  1.410
       6:32.977	 -1.220	 -0.630
       6:32.984	 -0.460	 -0.410
       6:32.992	 -0.110	 -0.230
       6:33.000	  0.010	 -0.340
       6:33.008	  0.000	 -0.350
       6:33.016	  0.050	 -0.360
       6:33.023	  0.080	 -0.370
       6:33.031	  0.080	 -0.370
       6:33.039	  0.070	 -0.340
       6:33.047	  0.100	 -0.330
       6:33.055	  0.110	 -0.340
       6:33.063	  0.120	 -0.340
       6:33.070	  0.130	 -0.310
       6:33.078	  0.140	 -0.320
       6:33.086	  0.150	 -0.340
       6:33.094	  0.150	 -0.300
       6:33.102	  0.180	 -0.290
       6:33.109	  0.200	 -0.300
       6:33.117	  0.210	 -0.310
       6:33.125	  0.230	 -0.270
       6:33.133	  0.250	 -0.290
       6:33.141	  0.260	 -0.300
       6:33.148	  0.260	 -0.320
       6:33.156	  0.280	 -0.320
       6:33.164	  0.290	 -0.340
       6:33.172	  0.260	 -0.390
       6:33.180	  0.230	 -0.380
       6:33.188	  0.220	 -0.410
       6:33.195	  0.180	 -0.440
       6:33.203	  0.150	 -0.440
       6:33.211	  0.110	 -0.390
       6:33.219	  0.080	 -0.320
       6:33.227	  0.050	 -0.260
       6:33.234	  0.040	 -0.170
       6:33.242	  0.040	 -0.110
       6:33.250	  0.040	 -0.090
       6:33.258	  0.040	 -0.080
       6:33.266	  0.050	 -0.050
       6:33.273	  0.060	 -0.060
       6:33.281	  0.050	 -0.080
       6:33.289	  0.040	 -0.070
       6:33.297	  0.050	 -0.050
       6:33.305	  0.040	 -0.070
       6:33.313	  0.030	 -0.080
       6:33.320	  0.040	 -0.070
       6:33.328	  0.040	 -0.070
       6:33.336	  0.040	 -0.100
       6:33.344	  0.040	 -0.120
       6:33.352	  0.050	 -0.100
       6:33.359	  0.060	 -0.110
       6:33.367	  0.060	 -0.130
       6:33.375	  0.070	 -0.130
       6:33.383	  0.070	 -0.120
       6:33.391	  0.080	 -0.150
       6:33.398	  0.090	 -0.160
       6:33.406	  0.070	 -0.140
       6:33.414	  0.070	 -0.140
       6:33.422	  0.060	 -0.160
       6:33.430	  0.070	 -0.170
       6:33.438	  0.050	 -0.150
       6:33.445	  0.050	 -0.150
       6:33.453	  0.030	 -0.170
       6:33.461	  0.020	 -0.150
       6:33.469	  0.020	 -0.150
       6:33.477	  0.020	 -0.150
       6:33.484	  0.000	 -0.190
       6:33.492	  0.000	 -0.140
       6:33.500	 -0.010	 -0.140
       6:33.508	 -0.010	 -0.170
       6:33.516	 -0.010	 -0.180
       6:33.523	 -0.020	 -0.140
       6:33.531	 -0.010	 -0.160
       6:33.539	 -0.030	 -0.170
       6:33.547	 -0.020	 -0.140
       6:33.555	 -0.020	 -0.130
       6:33.563	  0.030	 -0.090
       6:33.570	  0.050	 -0.080
       6:33.578	  0.030	 -0.030
       6:33.586	  0.100	  0.010
       6:33.594	  0.110	  0.090
       6:33.602	  0.170	  0.250
       6:33.609	  0.080	  0.210
       6:33.617	  0.030	  0.210
       6:33.625	 -0.020	  0.100
       6:33.633	 -0.110	  0.060
       6:33.641	 -0.090	  0.050
       6:33.648	 -0.090	 -0.030
       6:33.656	 -0.090	 -0.180
       6:33.664	 -0.060	 -0.170
       6:33.672	 -0.080	 -0.200
       6:33.680	 -0.070	 -0.190
       6:33.688	 -0.090	 -0.190
       6:33.695	 -0.050	 -0.370
       6:33.703	  0.310	  0.270
       6:33.711	  0.530	  2.280
       6:33.719	  0.160	  5.110
       6:33.727	 -1.820	  5.110
       6:33.734	 -1.890	  3.340
       6:33.742	 -1.150	 -0.530
       6:33.750	 -0.710	 -0.370
       6:33.758	 -0.310	 -0.270
       6:33.766	 -0.010	 -0.290
       6:33.773	 -0.030	 -0.320
       6:33.781	  0.010	 -0.330
       6:33.789	  0.030	 -0.340
       6:33.797	  0.060	 -0.360
       6:33.805	  0.050	 -0.320
       6:33.813	  0.080	 -0.330
       6:33.820	  0.080	 -0.330
       6:33.828	  0.100	 -0.310
       6:33.836	  0.090	 -0.290
       6:33.844	  0.130	 -0.310
       6:33.852	  0.120	 -0.310
       6:33.859	  0.140	 -0.280
       6:33.867	  0.140	 -0.280
       6:33.875	  0.140	 -0.300
       6:33.883	  0.160	 -0.300
       6:33.891	  0.180	 -0.260
       6:33.898	  0.180	 -0.270
       6:33.906	  0.180	 -0.300
       6:33.914	  0.190	 -0.290
       6:33.922	  0.210	 -0.300
       6:33.930	  0.190	 -0.330
       6:33.938	  0.200	 -0.360
       6:33.945	  0.160	 -0.360
       6:33.953	  0.140	 -0.400
       6:33.961	  0.120	 -0.450
       6:33.969	  0.090	 -0.440
       6:33.977	  0.060	 -0.390
       6:33.984	  0.020	 -0.360
       6:33.992	  0.020	 -0.300
       6:34.000	 -0.010	 -0.180
       6:34.008	  0.000	 -0.130
       6:34.016	  0.000	 -0.120
       6:34.023	  0.000	 -0.100
       6:34.031	  0.030	 -0.080
       6:34.039	  0.030	 -0.080
       6:34.047	  0.030	 -0.090
       6:34.055	  0.010	 -0.080
       6:34.063	  0.030	 -0.080
       6:34.070	  0.010	 -0.100
       6:34.078	  0.020	 -0.120
       6:34.086	  0.020	 -0.100
       6:34.094	  0.030	 -0.120
       6:34.102	  0.030	 -0.150
       6:34.109	  0.020	 -0.140
       6:34.117	  0.020	 -0.150
       6:34.125	  0.030	 -0.140
       6:34.133	  0.030	 -0.160
       6:34.141	  0.040	 -0.150
       6:34.148	  0.050	 -0.150
       6:34.156	  0.040	 -0.200
       6:34.164	  0.010	 -0.210
       6:34.172	  0.040	 -0.180
       6:34.180	  0.010	 -0.200
       6:34.188	  0.020	 -0.220
       6:34.195	  0.020	 -0.180
       6:34.203	  0.020	 -0.200
       6:34.211	 -0.010	 -0.230
       6:34.219	 -0.010	 -0.220
       6:34.227	 -0.010	 -0.200
       6:34.234	  0.000	 -0.230
       6:34.242	 -0.020	 -0.240
       6:34.250	 -0.030	 -0.230
       6:34.258	 -0.020	 -0.220
       6:34.266	 -0.020	 -0.250
       6:34.273	 -0.020	 -0.270
       6:34.281	 -0.040	 -0.250
       6:34.289	 -0.020	 -0.240
       6:34.297	 -0.040	 -0.250
       6:34.305	 -0.060	 -0.240
       6:34.313	 -0.030	 -0.230
       6:34.320	  0.010	 -0.190
       6:34.328	  0.020	 -0.210
       6:34.336	  0.020	 -0.120
       6:34.344	  0.060	 -0.080
       6:34.352	  0.110	  0.070
       6:34.359	  0.110	  0.100
       6:34.367	  0.050	  0.100
       6:34.375	  0.000	  0.070
       6:34.383	 -0.110	 -0.040
       6:34.391	 -0.140	 -0.040
       6:34.398	 -0.140	 -0.050
       6:34.406	 -0.120	 -0.190
       6:34.414	 -0.140	 -0.280
       6:34.422	 -0.140	 -0.300
       6:34.430	 -0.130	 -0.290
       6:34.438	 -0.120	 -0.290
       6:34.445	 -0.130	 -0.280
       6:34.453	 -0.050	 -0.350
       6:34.461	  0.280	  0.690
       6:34.469	  0.580	  3.310
       6:34.477	 -0.530	  5.110
       6:34.484	 -1.720	  5.080
       6:34.492	 -1.450	  1.810
       6:34.500	 -1.190	 -0.650
       6:34.508	 -0.610	 -0.540
       6:34.516	 -0.250	 -0.310
       6:34.523	 -0.100	 -0.400
       6:34.531	 -0.070	 -0.410
       6:34.539	 -0.070	 -0.430
       6:34.547	 -0.010	 -0.420
       6:34.555	 -0.020	 -0.460
       6:34.563	  0.000	 -0.410
       6:34.570	  0.020	 -0.400
       6:34.578	  0.020	 -0.420
       6:34.586	  0.020	 -0.400
       6:34.594	  0.040	 -0.390
       6:34.602	  0.050	 -0.370
       6:34.609	  0.080	 -0.380
       6:34.617	  0.070	 -0.350
       6:34.625	  0.100	 -0.340
       6:34.633	  0.110	 -0.370
       6:34.641	  0.120	 -0.340
       6:34.648	  0.130	 -0.300
       6:34.656	  0.140	 -0.310
       6:34.664	  0.160	 -0.330
       6:34.672	  0.150	 -0.310
       6:34.680	  0.150	 -0.320
       6:34.688	  0.160	 -0.350
       6:34.695	  0.160	 -0.390
       6:34.703	  0.120	 -0.360
       6:34.711	  0.130	 -0.390
       6:34.719	  0.100	 -0.450
       6:34.727	  0.090	 -0.420
       6:34.734	  0.050	 -0.410
       6:34.742	  0.040	 -0.360
       6:34.750	  0.020	 -0.350
       6:34.758	  0.000	 -0.270
       6:34.766	  0.010	 -0.250
       6:34.773	  0.020	 -0.280
       6:34.781	  0.000	 -0.280
       6:34.789	  0.000	 -0.270
       6:34.797	  0.010	 -0.310
       6:34.805	  0.000	 -0.330
       6:34.813	  0.000	 -0.330
       6:34.820	  0.000	 -0.340
       6:34.828	 -0.010	 -0.380
       6:34.836	 -0.010	 -0.380
       6:34.844	 -0.010	 -0.380
       6:34.852	  0.000	 -0.390
